Transaction ID,Timestamp,Sender Name,Sender UPI ID,Receiver Name,Receiver UPI ID,Amount (INR),Status,Type
e9105c4d-2a86-47ab-8442-2d15d2e98039,2024-03-14 07:38:05,Kevin Smith,5085241101@okybl,Alejandro Elliott,9805620900@okhdfcbank,2806.0,SUCCESS,Merchant
d9ccb1ac-b506-4059-92ad-5fc005c976fb,2023-11-03 19:19:22,Paul Downs,1749459431@okaxis,Brian Bell,3776011793@okybl,560.88,SUCCESS,Merchant
3af5d685-dc0e-4bc5-aca8-1f7db5476f8e,2024-03-02 19:17:36,Travis Moreno,8125276666@okybl,Thomas Baker,1189351213@okybl,201.79,SUCCESS,Merchant
2e5b49d9-5765-4f68-9fd0-b73d4d7ff42a,2024-01-16 13:55:37,Mark Hernandez,3303082117@okicici,Aaron Roberts,7105574449@okaxis,8921.06,SUCCESS,P2P
65a0652a-8539-4a42-9e13-07a5a982781f,2024-01-27 19:53:09,Taylor Harmon,4574027737@okicici,Nicholas Marquez,1469306919@okhdfcbank,10111.89,SUCCESS,P2P
5623fe18-0808-464a-b5fe-460f665a058c,2024-02-17 14:10:31,Denise Bartlett,8088660633@okicici,Andrew Ramsey,7019900273@okaxis,4956.99,SUCCESS,P2P
803e6a90-adde-4ef5-ad0f-abf40c5b26c3,2024-01-20 15:13:50,Mary Carter,8949781901@okhdfcbank,Dylan Green,1454678712@okicici,1089.86,SUCCESS,Loan Repayment
e83da87e-70a7-4940-8908-73358cc5ce75,2023-12-27 09:01:59,Kenneth Nelson,7784217828@okhdfcbank,Cheryl Garcia,8519962896@okybl,308.33,SUCCESS,Merchant
34839016-9ec3-4916-9512-f23298d371d8,2024-03-09 23:40:13,Barbara Evans,5555296751@okybl,Kathryn Lopez,2431779064@okhdfcbank,3458.25,SUCCESS,Merchant
4d210f11-abe7-4016-a611-031c8d15ddc5,2023-10-26 01:20:13,Maria Macdonald,6344160868@okybl,Jessica Wallace,9252940807@okybl,1740.27,SUCCESS,Loan Repayment
69219080-d921-4012-8641-c9bb6a95e2e7,2023-10-25 02:37:57,Lisa Blair,7439149233@okicici,Brandi Wilson,3190227431@okybl,390.46,SUCCESS,P2P
c896d00b-693e-4f9a-b480-3d414ee26caf,2024-03-30 12:11:38,Lisa Smith MD,4656488400@okaxis,Debra Owens,6288227800@okhdfcbank,2050.64,SUCCESS,P2P
71c7ca81-5e8c-4669-b03a-eccbe25cd825,2024-03-22 18:39:25,Elizabeth Gibson,8858766173@okhdfcbank,Briana Austin,8093179263@okybl,104.98,SUCCESS,P2P
43ae41d6-2b0c-44cc-9a1a-ac21bdcc749f,2024-01-15 23:06:25,Michael Turner,4633987776@okaxis,Diane Brown DDS,4600630513@okaxis,7201.27,SUCCESS,Merchant
188b9f99-a748-45e2-90ef-caa9bc2e0d4d,2023-10-19 03:24:28,Autumn Reed,8750840032@okybl,Emily Anderson,8613035386@okaxis,898.37,SUCCESS,P2P
f8c69fd7-bd69-42d3-b5bb-30c2557b19e2,2023-10-30 22:35:50,Justin Johnston,7309779967@okaxis,Donald Thomas,9205284543@okaxis,3258.77,SUCCESS,Merchant
c7afc471-f542-46bb-b1f4-2ac7b810059c,2023-12-05 13:25:16,Raymond Stephenson,3654424954@okicici,Dana Lee,7576309274@okhdfcbank,1120.64,SUCCESS,Merchant
33a07bdf-c1b7-4ae0-961c-f0ba3b171db5,2023-10-06 12:13:48,Shelly Thompson,7824150224@okaxis,Jacqueline Erickson,1168114160@okicici,2202.33,SUCCESS,Loan Repayment
c7203c63-c552-4f75-a518-2709317354cb,2023-11-21 09:23:09,Chad Hogan,1026224160@okhdfcbank,Brandon Green,1158998032@okybl,2373.67,SUCCESS,Merchant
3d069265-c36f-481a-858f-78b08d91a28b,2024-02-02 01:54:53,Vickie Hebert,1820581106@okhdfcbank,Sergio Marshall,9354723429@okybl,613.17,SUCCESS,Utility
d13a0fb8-822a-44bb-8652-d478aafd8bba,2024-02-02 15:30:17,Greg Barrett,4433026356@okhdfcbank,Daniel Garcia,7250964836@okhdfcbank,10478.42,FAILED,P2P
0392586c-4ca0-4764-823b-6204fbcc0dee,2024-02-11 00:17:19,Glenn Grant,5849815676@okhdfcbank,Brooke Dickson,8757570742@okaxis,4476.74,SUCCESS,P2P
1c01a86b-f878-4410-937d-0541192e012d,2023-10-31 16:42:29,James Medina,2952996248@okhdfcbank,Brian Snyder,7805745017@okicici,8415.28,SUCCESS,P2P
2bbee580-8c86-44ae-a620-74d122b657f9,2024-01-26 19:14:30,Dawn Cook,8325785916@okaxis,Eric Curtis,5419627962@okybl,6756.46,SUCCESS,Utility
c1f496b7-1790-4d4c-b761-ce78af86872e,2024-03-16 03:30:47,Michael Savage,6461974809@okybl,David Adams,7072283057@okicici,2733.16,SUCCESS,P2P
59bb8ae9-b90f-4524-ad39-45b487f6eafd,2024-01-08 23:58:52,Michael Hunter,8570333548@okhdfcbank,Michael Daniels,4604460472@okhdfcbank,7648.31,SUCCESS,P2P
62741cca-5c59-41fd-b37c-796cfa97610c,2023-11-21 22:30:30,Brittany Davis,1651662547@okybl,Travis Moreno,8125276666@okybl,277.97,SUCCESS,P2P
32dcfc00-eca9-4329-8e3d-ca6fa0c84916,2023-12-14 14:16:04,John Klein,8235363119@okaxis,Daniel Garcia,7250964836@okhdfcbank,654.4,SUCCESS,P2P
e099c9f2-17a5-40a4-a20e-9efda4d2d2ea,2024-03-24 05:04:23,Scott Taylor,2843567009@okybl,Jessica Wang,9551219870@okhdfcbank,138.85,SUCCESS,P2P
88b0e5b5-bd6d-45b7-811e-f59170355f15,2023-11-30 17:21:25,Brandon Green,1158998032@okybl,Robert Cortez,4862321353@okybl,1180.6,SUCCESS,P2P
269fd08e-f55f-4472-9d09-bf9af9bc2a97,2024-01-05 20:23:19,David Webb,5083595988@okybl,Michelle Bryan,2065972034@okicici,1476.39,SUCCESS,P2P
7dd1fcb4-c69c-4d6f-8ef7-2e84a5338264,2023-12-16 08:38:29,Victoria Dean,1338258951@okicici,Alyssa Rodriguez,4890628295@okaxis,949.68,SUCCESS,Loan Repayment
1d6b4c72-77f7-466f-9cb0-013ffc9f3dbf,2023-12-08 12:36:37,Regina Parker,5736462531@okicici,Brandon Adams,4102872611@okicici,5293.67,SUCCESS,P2P
3e52eab9-e430-41db-8356-f653c6b493a5,2024-03-12 15:57:50,Jamie Ortega,8275679594@okaxis,Alicia Ferguson,2683446724@okaxis,1323.68,SUCCESS,P2P
f5df76ca-6d05-4bb6-aec0-5962bf036f90,2024-03-13 12:06:33,Alexander Miller,7625389037@okicici,Troy Ryan,1136505587@okaxis,989.41,SUCCESS,P2P
3dc8f611-f151-40b2-8dcd-c725c3a76239,2023-12-11 00:38:50,Victor Joseph,3381183483@okhdfcbank,Amber Peterson,6561543484@okicici,2347.22,SUCCESS,P2P
41c5f277-537c-49fb-ab0f-e8ee6c0fefc9,2024-01-19 17:42:18,Tammy Collins,5014170428@okybl,Jacob Roth,6649827836@okybl,455.69,SUCCESS,P2P
d775b1bc-2677-42d1-b958-039e74565d8c,2023-12-15 00:30:57,Melissa Copeland,9520940324@okaxis,Cheryl Garcia,8519962896@okybl,4861.45,SUCCESS,Merchant
11abac8d-f6cc-4cdd-9b7b-3fe341842c88,2024-01-30 00:30:58,Kara Lawrence,2439622619@okhdfcbank,Shelly Thompson,7824150224@okaxis,232.43,SUCCESS,P2P
5593dfbc-1512-4cf9-b992-e30b3542851a,2023-12-16 11:43:27,Tamara Ryan,8544878538@okhdfcbank,Laura Taylor,7900268326@okhdfcbank,13002.44,SUCCESS,Loan Repayment
1138ac6e-6f88-4440-abbe-314ae3f34fe7,2023-12-10 23:50:57,Kathleen Parks,6341783555@okhdfcbank,Dr. Terri Berry,1627276995@okaxis,4438.45,SUCCESS,P2P
1ab5e686-0482-4958-b0a1-3a5029c209cd,2024-01-06 02:31:55,Amy Ruiz,3568547910@okicici,Tammy Collins,5014170428@okybl,664.62,SUCCESS,P2P
4b8909b2-5dab-42f7-a7f8-36d37bc4aa81,2024-03-05 02:45:08,Thomas Bryant,3163970710@okaxis,Christine Petersen,7767538527@okicici,16.61,SUCCESS,P2P
5fb8c3e6-3e63-4bd3-a086-4ce01a4dccb2,2024-01-09 02:25:51,Timothy Bell,1730074215@okaxis,Darrell Macias,3088517710@okhdfcbank,5069.69,SUCCESS,Loan Repayment
b37d7a82-f6f5-43e6-b376-20c5d57003eb,2023-12-16 07:18:03,Michael Savage,6461974809@okybl,Maxwell Wong,3555656321@okhdfcbank,3681.29,PENDING,Merchant
3087e30b-0f9c-4842-9c7c-dc0a39ba8c58,2023-12-05 07:36:50,Alejandro Elliott,9805620900@okhdfcbank,Logan Higgins,5683143581@okaxis,3916.99,SUCCESS,Merchant
b51e0c39-0e57-440a-9f54-5d83f0c05d83,2024-01-18 07:25:01,Bruce May DVM,2950049698@okhdfcbank,Connie Garcia,8480622107@okaxis,4425.64,SUCCESS,Utility
a48e963f-86f2-4840-b38c-90d70535a326,2024-02-08 20:09:55,Timothy Chan,5078551333@okhdfcbank,Alex May,1267429212@okicici,230.79,SUCCESS,P2P
d8143008-3fd9-49f8-8d9c-56b98e9aff9e,2024-03-23 12:33:29,Andrea Nguyen,7648059419@okhdfcbank,Sydney Valentine,1195066088@okicici,1331.68,SUCCESS,Merchant
08978971-8752-4ef6-a1e7-059b856ab32a,2024-01-01 03:45:02,Mark Hernandez,3303082117@okicici,Jamie Ortega,8275679594@okaxis,369.45,SUCCESS,Merchant
28156378-6f07-41c6-bd95-7494457c419b,2024-01-21 07:53:08,Christine Gomez,4209700340@okybl,Michele Garcia,6218955985@okicici,5965.59,SUCCESS,Merchant
6ac9fb76-53ef-4c23-8aed-bca4fb3e2677,2023-11-03 02:38:37,Brandon Adams,4102872611@okicici,Dustin Jones,1674555072@okhdfcbank,2928.9,SUCCESS,Merchant
9a3b2044-3cc7-4617-8588-dbc0a6d516b1,2023-12-13 19:48:55,Aaron Peters,5173893550@okaxis,Rachel Lambert MD,7988845536@okhdfcbank,1205.46,SUCCESS,Merchant
cdaf1ab0-3f12-4092-9463-4e59890699eb,2024-02-14 00:39:50,Donna Duffy,4026113008@okaxis,Tammy Reyes,8625905455@okaxis,197.0,SUCCESS,P2P
f09d4957-0d0a-46a6-ad4a-9f598776cd46,2023-10-30 09:43:14,Nancy Boyle,7533932947@okhdfcbank,Samantha Shelton,8387664437@okicici,1117.47,SUCCESS,P2P
b0f67521-0c3a-484f-ac1a-72f83ea22110,2024-01-27 17:41:39,Marcus Terrell,9251459094@okicici,Aaron Peters,5173893550@okaxis,1179.94,FAILED,Utility
3cca551f-e92c-4bc8-8709-6638156efb5f,2023-10-13 02:15:06,Kevin Sullivan,7007500393@okaxis,Amber Peterson,6561543484@okicici,3923.63,SUCCESS,Merchant
53763abe-6264-416c-9a7c-d93a3e73c111,2024-02-06 14:12:02,Julie Acosta,4710967433@okybl,Brian Taylor,4034047118@okaxis,3044.67,SUCCESS,P2P
b6f25f6a-3a44-44a8-bda2-94485b2665a2,2023-12-29 06:11:14,Michelle Jensen,1269754673@okicici,Patricia Barnes,6435772945@okhdfcbank,6546.76,FAILED,P2P
b14c6223-0edf-4dab-b59e-eed1e569ef56,2024-02-27 21:43:59,Lori Hubbard,5510938155@okicici,Kathleen Jackson,8875651818@okicici,1917.2,SUCCESS,Merchant
3ddcbf27-079e-4f86-9138-1b6e5970c3f9,2023-11-21 08:01:01,David Kidd,8503368512@okhdfcbank,Jacob Sharp,3424843951@okaxis,382.12,SUCCESS,P2P
65ecc5ed-24f2-4b0c-a375-30bcde7ad167,2024-01-17 08:52:20,Christopher Duarte,1164313410@okicici,Peter Bradley,3829742424@okybl,3747.38,SUCCESS,Loan Repayment
0bd29cf5-967a-4b94-8b58-0df6c3ef757c,2023-11-26 02:51:24,Bradley Johnson,1939915527@okicici,Chad Hogan,1026224160@okhdfcbank,4291.18,SUCCESS,Merchant
9b0ef6bf-9eed-42de-a8cc-b20ff7125ce5,2024-01-02 04:02:45,Bruce May DVM,2950049698@okhdfcbank,Hannah Salas,8359619163@okhdfcbank,2471.66,SUCCESS,Loan Repayment
849c2061-d342-4258-97fc-8399e04ec460,2023-11-23 02:24:16,Sydney Valentine,1195066088@okicici,Robert Cortez,4862321353@okybl,4421.67,SUCCESS,Merchant
9ed847de-f50f-489e-9a24-5484c7c086dd,2024-03-22 22:32:46,Brittney Brown,8293928340@okaxis,Gary Sherman,9284507318@okicici,2042.44,PENDING,Utility
eaefafd2-b6d4-44bb-baab-efff05e61551,2024-03-05 05:46:53,Jonathan Gibson,6319057164@okicici,Cameron Johnson,2721355673@okhdfcbank,2219.04,SUCCESS,P2P
55b210a7-9a60-4ca2-8cb8-9b5bf24dffe4,2023-10-16 08:18:13,Michelle Jensen,1269754673@okicici,Thomas Bryant,3163970710@okaxis,1673.44,SUCCESS,P2P
a7094441-6030-436c-82de-35493a8950c7,2024-01-02 00:40:16,Amy Phillips,6141226746@okicici,Michelle Matthews,9847550931@okybl,77.24,SUCCESS,Utility
ff4a45f7-4a0d-4adb-9db8-7315af32f8e7,2024-01-18 03:11:37,Sarah Williamson,6600100279@okhdfcbank,Andrew Cummings,5523703900@okybl,342.5,SUCCESS,P2P
fc55583e-f132-4501-b94d-bfa6c93a78e4,2024-01-22 22:49:42,Christina Norris,1678500147@okicici,Albert Bryant,5095648684@okicici,95.8,SUCCESS,P2P
29d73d47-d057-43a8-8a2d-c68a46af3d66,2023-11-13 19:42:21,Jennifer Baker,2879792991@okicici,Stephen Gutierrez,5452580287@okaxis,3035.19,SUCCESS,P2P
784a592c-52d2-4358-9650-c4d8e4ddd9e8,2024-02-17 07:07:51,Kelly Rojas,8721631198@okybl,Alex May,1267429212@okicici,1132.19,SUCCESS,Merchant
c2e81e84-b328-450c-aacd-cd5c06dbf08f,2024-01-15 20:49:43,Justin Walker,1420514789@okaxis,Jessica Peters,1958682846@okaxis,2131.31,FAILED,P2P
dddec158-24d9-42f1-8c8a-f7b28c92c6f1,2024-03-20 00:06:52,Margaret Rios,9503787171@okybl,Ryan Cooper,6307626407@okaxis,7143.8,SUCCESS,P2P
4c670a0c-1aba-4e3c-8b2f-c510a596d711,2023-11-25 18:39:32,Thomas Baker,1189351213@okybl,Victoria Johnson,3070987704@okaxis,860.22,SUCCESS,Merchant
0572225b-8d72-4075-90f3-cd1bc7237b7a,2023-10-18 08:55:01,Kimberly Nguyen,4090596936@okicici,Jessica Wallace,9252940807@okybl,1584.85,SUCCESS,P2P
cf1571c5-88f1-49fb-9de6-fadc37fe2b14,2024-03-14 02:50:22,Susan James,8151583833@okybl,Benjamin Brown,3612617557@okaxis,4226.25,FAILED,Loan Repayment
51fba077-7b51-4cff-8a2d-796f2ffc5989,2024-03-20 07:33:34,Travis Vaughan,6583444930@okybl,Vickie Hebert,1820581106@okhdfcbank,779.42,SUCCESS,Loan Repayment
4f7b3640-82c1-4ba6-bd83-a8a544460af7,2023-12-17 02:07:43,Julie Larsen,5231494220@okhdfcbank,James Dixon,1323639855@okicici,240.31,SUCCESS,P2P
22af0645-e8fb-4ed4-8942-bb186c8fc794,2024-03-18 09:10:09,Nicole Avila,3877685081@okicici,Scott Taylor,2843567009@okybl,1026.42,FAILED,Utility
0b388e73-166d-462f-8c06-5ca6b5ea8b6d,2024-01-19 06:53:38,Troy Ryan,1136505587@okaxis,Bradley Johnson,1939915527@okicici,527.43,SUCCESS,Loan Repayment
5e41b8f1-7483-4909-b059-2386f5f3dece,2023-12-28 05:25:12,Gabriel Horton,6805759868@okicici,Lisa Stewart,4464161270@okhdfcbank,7964.85,PENDING,Merchant
edb6a7cb-5e3d-4836-9d07-d94f7fa2fce1,2024-03-31 06:00:32,Mark Ortiz,2825957977@okhdfcbank,Antonio Mendoza,6852312425@okhdfcbank,4952.66,SUCCESS,Merchant
15815934-cf0c-426d-bda9-17c37072854d,2024-03-06 01:20:45,Mr. Frank Mack,8106906538@okicici,Kim Olson,2472659626@okybl,3010.48,SUCCESS,P2P
2d1ebe50-f58d-4b10-9cf0-200a0b473c05,2023-11-19 22:56:28,Jennifer Wheeler,2463320861@okaxis,Gary Henderson,6001680218@okicici,6154.56,SUCCESS,P2P
30e4e031-018a-446b-90e2-fa78de7f167c,2023-11-27 06:54:45,Rachel Frazier,6242173772@okhdfcbank,Marvin Powers,3200510647@okybl,4883.91,SUCCESS,Merchant
4c190637-beb6-4799-acc2-dd0927025d5b,2024-03-15 05:55:54,Travis Vaughan,6583444930@okybl,Kathleen Gomez,1614685938@okicici,619.49,SUCCESS,P2P
18b83761-e917-41d2-932b-4364ae861f9f,2023-12-03 16:14:56,Samuel Rose,3971203213@okybl,David Webb,5083595988@okybl,6692.44,SUCCESS,Merchant
44c82b82-fd3c-4de8-8443-858116b2835d,2024-01-01 17:05:50,Erik Thompson,5972484792@okybl,Candice Price,5161807235@okhdfcbank,2325.3,SUCCESS,P2P
a9a526bc-c8ba-475a-b76a-a97ce52659a1,2023-11-15 17:36:30,James Frazier,7473041886@okicici,Andrew Lee,2043030161@okybl,4942.04,SUCCESS,P2P
a214698f-e445-4a37-8dd5-b1b9f61cfc24,2024-01-22 02:27:49,Carol Mccarthy,7625464411@okicici,Erica Garcia,5816198518@okhdfcbank,6792.73,SUCCESS,P2P
f5a70f3f-066e-47d7-9594-dcdd7b143213,2024-02-12 12:32:08,Margaret Rios,9503787171@okybl,Aaron Roberts,7105574449@okaxis,1148.19,SUCCESS,Merchant
a98f7d6c-b20a-407b-acec-2fec199cbf45,2023-11-01 00:20:03,Brittany Davis,1651662547@okybl,Andrea Nguyen,7648059419@okhdfcbank,349.78,SUCCESS,Merchant
836e4ce1-b62e-42de-85d2-4e3df11f424a,2024-02-14 14:48:48,Jeffrey Villa,5294866888@okhdfcbank,Andrea Gonzales,7478908722@okaxis,776.06,SUCCESS,Merchant
5d7f7b57-8688-4c73-ad19-2639a6ce97dd,2024-03-31 15:40:47,Laura Hodges MD,8682023540@okaxis,Mary Gordon,4508521152@okhdfcbank,1671.17,SUCCESS,Merchant
8f06b94e-c936-4148-a906-bf0376fc0497,2023-10-26 22:28:32,Dustin Stafford,4713453204@okhdfcbank,Amanda Crawford,9660523876@okhdfcbank,5111.49,SUCCESS,P2P
6aa11f95-dcc6-4dda-b967-bd48b15316f1,2023-12-20 17:58:51,Timothy Bell,1730074215@okaxis,Patrick Pope,3875303857@okhdfcbank,5914.03,SUCCESS,Loan Repayment
9bae0970-92e6-47dc-8f0b-ac46c23ba8ac,2024-03-04 17:34:03,Victoria Johnson,3070987704@okaxis,Robert Jones,1232804774@okybl,20.93,SUCCESS,P2P
6d470f27-58fc-41c6-9fe9-41cc096bb71d,2024-02-24 13:20:28,Christopher Duarte,1164313410@okicici,Donna Johnson,6228133486@okicici,2144.63,SUCCESS,Merchant
41bc62d8-a481-4ffc-a814-95b8bfb0ce2e,2024-01-11 13:27:54,Juan Willis,5985704790@okicici,Keith Kennedy,2298229437@okhdfcbank,1620.82,SUCCESS,P2P
41513c9e-1c1e-4108-84ed-f3ae5491c230,2023-10-12 23:48:48,Kelly Fletcher,8964640525@okybl,Natalie Thompson,9894264595@okhdfcbank,753.5,SUCCESS,Loan Repayment
0b9337f4-b1b6-4270-bce4-20e9ceb684bf,2024-01-13 05:01:03,Lauren Hall,4311931853@okybl,Tammy Reyes,8625905455@okaxis,383.04,SUCCESS,P2P
63af7d96-5716-4176-80a9-1b1ea23f09d9,2023-10-23 13:43:03,Austin Lawson,7808938880@okicici,James Ford,4576111591@okybl,1235.73,SUCCESS,Merchant
d2321a91-bfd9-4954-bd4d-1229d7e1da13,2024-03-23 13:07:40,Bruce May DVM,2950049698@okhdfcbank,Victoria Dean,1338258951@okicici,8589.36,SUCCESS,Utility
b5c294ba-4842-4fc9-968a-1ecaac69d832,2024-01-08 15:54:29,Scott Rodriguez,4748302739@okybl,Jessica Wilson,2926780541@okicici,1171.15,SUCCESS,Merchant
d2c2dbd4-34b4-4cfd-8876-fb63277570f9,2024-02-08 15:19:29,Stephen Wu,2647489402@okhdfcbank,Alex Garcia,4530959836@okicici,2194.36,SUCCESS,Merchant
e0cf6295-f723-45ec-9e4f-f7dce9ced242,2024-03-07 12:56:52,David Anthony,4037867512@okicici,Jasmine Maldonado,8339176912@okaxis,3642.26,SUCCESS,P2P
aba0f393-e45f-4bc8-b3cf-7c9406c7a949,2023-12-22 06:34:22,Cheryl Garcia,8519962896@okybl,Danielle Poole,2051454923@okicici,1355.92,SUCCESS,P2P
64edc7f4-8445-4624-9613-f47763bdd352,2024-03-22 15:21:36,Brian Snyder,7805745017@okicici,Ryan Cooper,6307626407@okaxis,10703.39,SUCCESS,Loan Repayment
cb6d4056-9d3e-48ce-8eab-914e1edb0120,2023-12-19 09:27:28,Donna Duffy,4026113008@okaxis,Michael Butler,1104906255@okhdfcbank,9846.03,SUCCESS,P2P
462e1c7f-80d0-4e8f-96c1-9e00e31ae6ab,2024-02-03 10:01:21,Kenneth Nelson,7784217828@okhdfcbank,Benjamin Lee,4014119648@okhdfcbank,870.18,FAILED,P2P
5bbcd5ef-615d-4d73-bc10-a648b20362d3,2023-12-27 02:20:04,Kevin Smith,5085241101@okybl,Barbara Riddle,4070964768@okaxis,2062.98,SUCCESS,Loan Repayment
e187621f-7b59-49d5-8f9f-cb874fab1ba8,2024-02-10 13:45:14,Danielle Green,2584392711@okaxis,Lisa Burke,1854316681@okybl,1073.79,FAILED,Utility
0233eacb-541e-48eb-80c1-eeef6b4fe1d0,2024-03-16 01:13:33,Amy Livingston,6083042422@okicici,Margaret Rios,9503787171@okybl,1005.75,SUCCESS,P2P
9a6d47c7-d43f-4fe7-8d25-bce88263f1ee,2024-01-11 16:35:05,Robert Jones,1232804774@okybl,Tamara Johnson,9421518487@okicici,112.75,SUCCESS,Loan Repayment
48810b65-4d79-4efb-ae17-0c6d74fd1618,2024-02-24 20:03:05,Joseph Jones,5923940434@okhdfcbank,Aaron Franklin,8479902459@okhdfcbank,2821.48,SUCCESS,P2P
